# Archivo de datos para el modelo de Enrutamiento de Vehículos (N=27 Clientes)

param N := 27;
param K := 3;
param T := 5;

param Q :=
1 5000
2 10000
3 15000
;

# Demands
# Note i = 0 is the depot
param w :=
0 0
1 541
2 541
3 541
4 541
5 541
6 769
7 769
8 769
9 769
10 769
11 769
12 769
13 769
14 548
15 548
16 548
17 548
18 548
19 528
20 866
21 866
22 919
23 919
24 919
25 649
26 649
27 649
;

param W :=
0 0
1 1802
2 1802
3 1802
4 1802
5 1802
6 2563
7 2563
8 2563
9 2563
10 2563
11 2563
12 2563
13 2563
14 1827
15 1827
16 1827
17 1827
18 1827
19 1759
20 2885
21 2885
22 3064
23 3064
24 3064
25 2163
26 2163
27 2163
;

param serv :=
0 0
1 33
2 33
3 33
4 33
5 33
6 35
7 35
8 35
9 35
10 35
11 35
12 35
13 35
14 33
15 33
16 33
17 33
18 33
19 33
20 36
21 36
22 36
23 36
24 36
25 34
26 34
27 34
;

param early :=
0 0
1 0
2 480
3 480
4 480
5 480
6 480
7 480
8 480
9 480
10 480
11 480
12 480
13 0
14 0
15 480
16 480
17 480
18 480
19 480
20 480
21 480
22 480
23 480
24 480
25 480
26 480
27 0
;

param late :=
0 1440
1 1439
2 960
3 1170
4 960
5 960
6 930
7 930
8 930
9 930
10 930
11 930
12 960
13 1439
14 1439
15 960
16 960
17 960
18 960
19 960
20 1260
21 930
22 960
23 960
24 960
25 960
26 960
27 1439
;

param duedate :=
0 5
1 5
2 5
3 5
4 5
5 5
6 5
7 5
8 5
9 5
10 5
11 5
12 5
13 5
14 5
15 5
16 5
17 5
18 5
19 5
20 5
21 5
22 5
23 5
24 5
25 5
26 5
27 5
;

# Matriz de Tiempo / Distancias (c[i,j])
# La matriz es de 28x28 (nodos 0 a 27)
param c :
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 :=
0 0.0000 69.4756 46.9576 31.0475 51.5234 69.1538 29.9360 61.0671 40.6620 29.1013 27.3252 33.1563 27.6186 27.8742 56.8280 56.0106 82.7183 128.2408 60.1651 87.2340 112.3007 97.9746 51.2061 35.1798 55.6855 85.6315 80.6298 85.1292
