# Archivo de datos para el modelo de Enrutamiento de Vehículos (N=24 Clientes)

param N := 24;
param K := 3;
param T := 5;

param Q :=
1 5000
2 10000
3 15000
;

# Demands
# Note i = 0 is the depot
param w :=
0 0
1 368
2 368
3 222
4 320
5 260
6 266
7 139
8 74
9 355
10 266
11 139
12 226
13 207
14 226
15 139
16 320
17 355
18 260
19 222
20 320
21 320
22 139
23 260
24 355
;

param W :=
0 0
1 1227
2 1227
3 740
4 1065
5 867
6 888
7 464
8 247
9 1184
10 888
11 464
12 755
13 690
14 755
15 464
16 1065
17 1184
18 867
19 740
20 1065
21 1065
22 464
23 867
24 1184
;

param serv :=
0 0
1 32
2 32
3 31
4 32
5 31
6 31
7 30
8 30
9 32
10 31
11 30
12 31
13 31
14 31
15 30
16 32
17 32
18 31
19 31
20 32
21 32
22 30
23 31
24 32
;

param early :=
0 0
1 480
2 480
3 480
4 480
5 480
6 480
7 480
8 480
9 480
10 480
11 480
12 480
13 480
14 480
15 480
16 480
17 480
18 480
19 480
20 480
21 480
22 480
23 480
24 0
;

param late :=
0 1440
1 960
2 960
3 960
4 960
5 1200
6 1200
7 960
8 960
9 960
10 960
11 960
12 1200
13 960
14 960
15 960
16 960
17 960
18 930
19 960
20 960
21 1200
22 960
23 960
24 1439
;

param duedate :=
0 5
1 5
2 5
3 5
4 5
5 5
6 5
7 5
8 5
9 5
10 5
11 5
12 5
13 5
14 5
15 5
16 5
17 5
18 5
19 5
20 5
21 5
22 5
23 5
24 5
;

# Matriz de Tiempo / Distancias (c[i,j])
# La matriz es de 25x25 (nodos 0 a 24)
param c :
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 :=
0 0.0000 113.0557 111.6408 50.5132 55.3970 62.2549 75.7614 15.9966 82.5976 44.3574 60.9033 15.9966 17.0940 25.0974 30.7872 14.8597 61.7316 40.4862 101.8180 64.0633 46.7223 28.0314 25.0440 60.1774 65.1942
1 113.0557 0.0000 20.5295 151.9645 67.0072 175.1206 41.4873 122.8952 194.8881 136.1616 65.5874 122.8952 107.4687 108.2595 86.8834 127.7590 119.0444 150.3957 212.0520 165.2939 72.6429 94.1735 127.8708 172.5144 160.7144
