# Archivo de datos para el modelo de Enrutamiento de Vehículos (N=63 Clientes)

param N := 63;
param K := 34;
param T := 5;

param Q :=
1 5000
2 5000
3 5000
4 5000
5 5000
6 5000
7 5000
8 5000
9 5000
10 5000
11 10000
12 10000
13 10000
14 10000
15 10000
16 10000
17 10000
18 10000
19 10000
20 10000
21 10000
22 10000
23 15000
24 15000
25 15000
26 15000
27 15000
28 15000
29 15000
30 15000
31 15000
32 15000
33 15000
34 15000
;

# Demands
# Note i = 0 is the depot
param w :=
0 0
1 561
2 175
3 205
4 561
5 561
6 268
7 673
8 260
9 660
10 398
11 268
12 74
13 561
14 139
15 561
16 268
17 74
18 268
19 130
20 660
21 561
22 398
23 673
24 114
25 207
26 355
27 561
28 660
29 207
30 139
31 226
32 114
33 207
34 207
35 207
36 561
37 398
38 226
39 175
40 207
41 139
42 175
43 207
44 355
45 260
46 207
47 114
48 175
49 660
50 260
51 398
52 268
53 139
54 260
55 268
56 422
57 205
58 355
59 175
60 660
61 673
62 207
63 561
;

param W :=
0 0
1 1869
2 583
3 682
4 1869
5 1869
6 895
7 2244
8 867
9 2201
10 1328
11 895
12 247
13 1869
14 464
15 1869
16 895
17 247
18 895
19 434
20 2201
21 1869
22 1328
23 2244
24 380
25 690
26 1184
27 1869
28 2201
29 690
30 464
31 755
32 380
33 690
34 690
35 690
36 1869
37 1328
38 755
39 583
40 690
41 464
42 583
43 690
44 1184
45 867
46 690
47 380
48 583
49 2201
50 867
51 1328
52 895
53 464
54 867
55 895
56 1408
57 682
58 1184
59 583
60 2201
61 2244
62 690
63 1869
;

param serv :=
0 0
1 33
2 31
3 31
4 33
5 33
6 31
7 34
8 31
9 34
10 32
11 31
12 30
13 33
14 30
15 33
16 31
17 30
18 31
19 30
20 34
21 33
22 32
23 34
24 30
25 31
26 32
27 33
28 34
29 31
30 30
31 31
32 30
33 31
34 31
35 31
36 33
37 32
38 31
39 31
40 31
41 30
42 31
43 31
44 32
45 31
46 31
47 30
48 31
49 34
50 31
51 32
52 31
53 30
54 31
55 31
56 32
57 31
58 32
59 31
60 34
61 34
62 31
63 33
;

param early :=
0 0
1 480
2 480
3 480
4 420
5 480
6 480
7 480
8 480
9 450
10 0
11 480
12 480
13 480
14 480
15 480
16 0
17 480
18 480
19 480
20 480
21 480
22 480
23 480
24 480
25 450
26 480
27 480
28 480
29 480
30 480
31 480
32 480
33 480
34 480
35 480
36 480
37 480
38 480
39 480
40 480
41 480
42 480
43 480
44 480
45 480
46 480
47 480
48 480
49 0
50 480
51 480
52 480
53 480
54 480
55 480
56 480
57 480
58 0
59 0
60 480
61 0
62 0
63 0
;

param late :=
0 1440
1 960
2 960
3 930
4 900
5 1260
6 1200
7 960
8 1200
9 1290
10 1439
11 930
12 960
13 930
14 960
15 960
16 1439
17 960
18 930
19 960
20 960
21 960
22 960
23 1320
24 960
25 930
26 960
27 960
28 960
29 960
30 960
31 1200
32 930
33 960
34 960
35 960
36 960
37 930
38 960
39 960
40 960
41 960
42 960
43 960
44 960
45 960
46 960
47 960
48 960
49 1439
50 930
51 960
52 930
53 960
54 960
55 960
56 930
57 960
58 1439
59 1439
60 1439
61 1439
62 1439
63 1439
;

param duedate :=
0 5
1 5
2 5
3 5
4 5
5 5
6 5
7 5
8 5
9 5
10 5
11 5
12 5
13 5
14 5
15 5
16 5
17 5
18 5
19 5
20 5
21 5
22 5
23 5
24 5
25 5
26 5
27 5
28 5
29 5
30 5
31 5
32 5
33 5
34 5
35 5
36 5
37 5
38 5
39 5
40 5
41 5
42 5
43 5
44 5
45 5
46 5
47 5
48 5
49 5
50 5
51 5
52 5
53 5
54 5
55 5
56 5
57 5
58 5
59 5
60 5
61 5
62 5
63 5
;

# Matriz de Tiempo / Distancias (c[i,j])
# La matriz es de 64x64 (nodos 0 a 63)
param c :
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 :=
