# Archivo de datos para el modelo de Enrutamiento de Vehículos (N=60 Clientes)

param N := 60;
param K := 12;
param T := 5;

param Q :=
1 5000
2 5000
3 5000
4 5000
5 10000
6 10000
7 10000
8 10000
9 15000
10 15000
11 15000
12 15000
;

# Demands
# Note i = 0 is the depot
param w :=
0 0
1 475
2 606
3 475
4 475
5 606
6 606
7 955
8 955
9 955
10 955
11 221
12 2428
13 2428
14 2428
15 2428
16 2428
17 2428
18 2428
19 2428
20 2428
21 2428
22 2428
23 2428
24 2428
25 2428
26 2428
27 2428
28 2428
29 2428
30 2428
31 2428
32 2428
33 2428
34 2428
35 2428
36 2428
37 2428
38 2428
39 2428
40 2428
41 2428
42 2428
43 2428
44 2428
45 2428
46 2428
47 2428
48 2428
49 2428
50 2428
51 2428
52 2428
53 2428
54 237
55 237
56 237
57 237
58 237
59 237
60 237
;

param W :=
0 0
1 1583
2 2021
3 1583
4 1583
5 2021
6 2021
7 3182
8 3182
9 3182
10 3182
11 736
12 8095
13 8095
14 8095
15 8095
16 8095
17 8095
18 8095
19 8095
20 8095
21 8095
22 8095
23 8095
24 8095
25 8095
26 8095
27 8095
28 8095
29 8095
30 8095
31 8095
32 8095
33 8095
34 8095
35 8095
36 8095
37 8095
38 8095
39 8095
40 8095
41 8095
42 8095
43 8095
44 8095
45 8095
46 8095
47 8095
48 8095
49 8095
50 8095
51 8095
52 8095
53 8095
54 790
55 790
56 790
57 790
58 790
59 790
60 790
;

param serv :=
0 0
1 33
2 34
3 33
4 33
5 34
6 34
7 36
8 36
9 36
10 36
11 31
12 47
13 47
14 47
15 47
16 47
17 47
18 47
19 47
20 47
21 47
22 47
23 47
24 47
25 47
26 47
27 47
28 47
29 47
30 47
31 47
32 47
33 47
34 47
35 47
36 47
37 47
38 47
39 47
40 47
41 47
42 47
43 47
44 47
45 47
46 47
47 47
48 47
49 47
50 47
51 47
52 47
53 47
54 31
55 31
56 31
57 31
58 31
59 31
60 31
;

param early :=
0 0
1 480
2 480
3 480
4 480
5 480
6 420
7 480
8 480
9 480
10 0
11 480
12 480
13 480
14 0
15 480
16 480
17 480
18 420
19 420
20 480
21 420
22 420
23 420
24 480
25 420
26 480
27 420
28 420
29 420
30 420
31 420
32 480
33 420
34 450
35 420
36 420
37 420
38 420
39 480
40 420
41 0
42 0
43 480
44 480
45 0
46 0
47 420
48 420
49 480
50 420
51 480
52 480
53 0
54 480
55 480
56 480
57 480
58 480
59 480
60 480
;

param late :=
0 1440
1 1200
2 930
3 930
4 930
5 960
6 960
7 960
8 960
9 930
10 1439
11 960
12 960
13 960
14 1439
15 960
16 1200
17 1200
18 1200
19 1170
20 930
21 1200
22 1260
23 1200
24 960
25 720
26 1200
27 870
28 1200
29 1200
30 1200
31 960
32 960
33 1200
34 1200
35 1140
36 1140
37 1200
38 1170
39 960
40 1200
41 1439
42 1439
43 960
44 1140
45 1439
46 1439
47 1170
48 1140
49 960
50 1170
51 960
52 960
53 1439
54 1200
55 960
56 960
57 960
58 960
59 960
60 960
;

param duedate :=
0 5
1 5
2 5
3 5
4 5
5 5
6 5
7 5
8 5
9 5
10 5
11 5
12 5
13 5
14 5
15 5
16 5
17 5
18 5
19 5
20 5
21 5
22 5
23 5
24 5
25 5
26 5
27 5
28 5
29 5
30 5
31 5
32 5
33 5
34 5
35 5
36 5
37 5
38 5
39 5
40 5
41 5
42 5
43 5
44 5
45 5
46 5
47 5
48 5
49 5
50 5
51 5
52 5
53 5
54 5
55 5
56 5
57 5
58 5
59 5
60 5
;

# Matriz de Tiempo / Distancias (c[i,j])
# La matriz es de 61x61 (nodos 0 a 60)
param c :
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 :=
0 0.0000 114.7235 82.9631 122.0434 105.2459 79.6302 98.3624 176.4902 139.6786 211.2947 142.5059 107.3075 14.8777 12.8159 12.7711 21.1078 21.3536 22.6429 21.3660 24.0998 24.3143 26.5604 27.1889 29.1473 30.5028 28.3546 18.3806 26.0510 20.9797 22.3566 24.9254 14.4819 19.3181 19.8044 16.7639 15.9907 22.8241 16.6717 20.1289 50.7950 34.7617 35.6822 46.7578 52.2149 33.8409 30.7171 26.7998 28.6057 24.6246 56.8700 14.1662 54.1689 46.4821 12.8402 66.3560 89.2440 38.8924 82.6154 74.8540 65.5824 60.3742
